candidate sequence ID	candidate nucleotide count	errors	template ID	BLAST percent identity to template	candidate nucleotide count post-NAST
New.CleanUp.ReferenceOTU464 WT.day3.13_12783	244		522549	91.40	244
New.CleanUp.ReferenceOTU478 WT.day3.11_3079	234		4434579	91.90	234
New.CleanUp.ReferenceOTU484 WT.unt.3_70049	294		278566	87.80	294
New.CleanUp.ReferenceOTU485 WT.unt.3_66623	294		522863	90.50	294
New.CleanUp.ReferenceOTU494 WT.unt.3_68571	294		306695	89.50	294
New.CleanUp.ReferenceOTU5 WT.day3.13_11169	244		171617	90.20	244
New.CleanUp.ReferenceOTU505 WT.unt.2_60428	287		182893	90.20	287
New.CleanUp.ReferenceOTU51 WT.unt.1_49373	294		192701	88.80	294
New.CleanUp.ReferenceOTU513 WT.day3.15_27873	244		310215	90.60	244
New.CleanUp.ReferenceOTU518 WT.unt.2_60198	294		171617	91.20	294
New.CleanUp.ReferenceOTU522 WT.unt.2_56923	294		185258	98.60	294
New.CleanUp.ReferenceOTU523 WT.day3.14_23840	293		559954	93.20	293
New.CleanUp.ReferenceOTU525 WT.day3.9_45273	244		306695	93.00	244
New.CleanUp.ReferenceOTU527 WT.unt.7_83488	294		161571	91.20	294
New.CleanUp.ReferenceOTU528 WT.day3.11_4851	244		194286	95.10	244
New.CleanUp.ReferenceOTU53 WT.day3.15_32524	244		246387	88.50	244
New.CleanUp.ReferenceOTU533 WT.unt.7_83719	294		190084	93.50	294
New.CleanUp.ReferenceOTU537 WT.unt.1_51264	282		183107	95.40	282
New.CleanUp.ReferenceOTU54 WT.unt.1_48200	269		529506	95.90	269
New.CleanUp.ReferenceOTU541 WT.unt.1_54424	294		4367232	87.80	294
New.CleanUp.ReferenceOTU546 WT.unt.3_64065	294		306695	86.40	294
New.CleanUp.ReferenceOTU547 WT.unt.1_48541	294		190026	91.20	294
New.CleanUp.ReferenceOTU549 WT.unt.2_58704	294		301994	88.10	294
New.CleanUp.ReferenceOTU555 WT.unt.7_86500	294		279306	88.80	294
New.CleanUp.ReferenceOTU556 WT.unt.2_63212	294		522549	91.50	294
New.CleanUp.ReferenceOTU557 WT.unt.7_86503	294		233435	87.10	294
New.CleanUp.ReferenceOTU56 WT.unt.7_86883	294		4348122	95.60	294
New.CleanUp.ReferenceOTU560 WT.unt.7_87278	294		161571	90.10	294
New.CleanUp.ReferenceOTU562 WT.unt.2_62200	258		529506	96.10	258
New.CleanUp.ReferenceOTU563 WT.day3.9_38963	244		183870	93.40	244
New.CleanUp.ReferenceOTU566 WT.unt.4_74266	294		4374847	92.50	294
New.CleanUp.ReferenceOTU567 WT.unt.4_78029	293		195325	96.20	293
New.CleanUp.ReferenceOTU582 WT.unt.4_74190	294		297872	95.60	294
New.CleanUp.ReferenceOTU583 WT.unt.1_48434	294		194286	88.40	294
New.CleanUp.ReferenceOTU584 WT.unt.2_62447	265		294998	89.40	265
New.CleanUp.ReferenceOTU588 WT.unt.7_87670	253		522863	95.70	253
New.CleanUp.ReferenceOTU591 WT.unt.7_86272	294		263546	95.20	294
New.CleanUp.ReferenceOTU597 WT.unt.1_54343	294		263546	95.60	294
New.CleanUp.ReferenceOTU599 WT.unt.3_64645	294		289407	94.20	294
New.CleanUp.ReferenceOTU60 WT.unt.1_49976	294		580168	91.20	294
New.CleanUp.ReferenceOTU606 WT.day3.9_36582	244		298161	88.10	244
New.CleanUp.ReferenceOTU622 WT.day3.15_33198	244		572010	89.80	244
New.CleanUp.ReferenceOTU624 WT.unt.3_66562	294		233435	93.20	294
New.CleanUp.ReferenceOTU63 WT.unt.1_50072	294		171617	90.10	294
New.CleanUp.ReferenceOTU641 WT.day3.13_13727	244		182420	89.30	244
New.CleanUp.ReferenceOTU645 WT.day3.11_6751	244		306695	91.80	244
New.CleanUp.ReferenceOTU651 WT.unt.1_49994	294		325539	93.50	294
New.CleanUp.ReferenceOTU662 WT.unt.1_46786	293		175358	97.60	293
New.CleanUp.ReferenceOTU667 WT.day3.14_24088	294		233435	92.20	294
New.CleanUp.ReferenceOTU668 WT.day3.14_25649	294		183870	89.50	294
New.CleanUp.ReferenceOTU674 WT.day3.14_26215	248		529442	91.90	248
New.CleanUp.ReferenceOTU677 WT.unt.2_62855	280		161571	89.60	280
New.CleanUp.ReferenceOTU678 WT.unt.3_63911	294		192701	95.90	294
New.CleanUp.ReferenceOTU68 WT.unt.4_75476	265		512191	96.20	265
New.CleanUp.ReferenceOTU682 WT.unt.4_73327	294		182893	89.10	294
New.CleanUp.ReferenceOTU69 WT.day3.11_4090	244		183870	91.80	244
New.CleanUp.ReferenceOTU696 WT.unt.7_85466	294		522549	89.50	294
New.CleanUp.ReferenceOTU697 WT.unt.1_52001	294		185258	98.00	294
New.CleanUp.ReferenceOTU7 WT.unt.7_83741	293		185258	89.10	293
New.CleanUp.ReferenceOTU700 WT.unt.3_68492	293		512191	94.90	293
New.CleanUp.ReferenceOTU703 WT.day3.14_22858	274		522549	89.40	274
New.CleanUp.ReferenceOTU714 WT.unt.3_65355	294		194286	87.10	294
New.CleanUp.ReferenceOTU72 WT.unt.7_87936	294		529506	96.30	294
New.CleanUp.ReferenceOTU725 WT.unt.3_66896	294		522863	91.50	294
New.CleanUp.ReferenceOTU73 WT.unt.3_64273	294		182893	91.80	294
New.CleanUp.ReferenceOTU730 WT.unt.3_66899	294		161571	88.40	294
New.CleanUp.ReferenceOTU733 WT.unt.2_58623	277		271544	98.20	277
New.CleanUp.ReferenceOTU735 WT.unt.3_69527	294		148219	90.80	294
New.CleanUp.ReferenceOTU742 WT.unt.1_45657	294		522549	89.80	294
New.CleanUp.ReferenceOTU744 WT.unt.1_45659	293		529506	94.50	293
New.CleanUp.ReferenceOTU745 WT.unt.2_63185	293		267007	91.80	293
New.CleanUp.ReferenceOTU747 WT.unt.4_77090	294		3302038	94.60	294
New.CleanUp.ReferenceOTU750 WT.unt.4_77096	294		529506	95.90	294
New.CleanUp.ReferenceOTU752 WT.unt.3_72568	293		522863	94.90	293
New.CleanUp.ReferenceOTU753 WT.unt.4_76543	294		185670	94.60	294
New.CleanUp.ReferenceOTU756 WT.day3.11_2607	244		171617	88.90	244
New.CleanUp.ReferenceOTU758 WT.unt.1_49335	294		293471	88.80	294
New.CleanUp.ReferenceOTU760 WT.day3.14_22669	294		183870	90.10	294
New.CleanUp.ReferenceOTU762 WT.unt.3_69455	294		196984	90.10	294
New.CleanUp.ReferenceOTU768 WT.unt.4_74328	232		580168	90.50	232
New.CleanUp.ReferenceOTU771 WT.unt.4_79301	293	No search results.
New.CleanUp.ReferenceOTU777 WT.unt.1_48338	294		522863	89.50	294
New.CleanUp.ReferenceOTU788 WT.day3.15_34406	243		306695	90.90	243
New.CleanUp.ReferenceOTU796 WT.unt.3_67241	286		233435	94.80	286
New.CleanUp.ReferenceOTU800 WT.unt.2_62585	293		522863	93.50	293
New.CleanUp.ReferenceOTU802 WT.unt.4_74034	287		3302038	92.70	287
New.CleanUp.ReferenceOTU81 WT.unt.3_68998	294		161571	86.10	294
New.CleanUp.ReferenceOTU815 WT.unt.4_78954	294		271544	93.90	294
New.CleanUp.ReferenceOTU817 WT.unt.7_90654	294		522863	88.10	294
New.CleanUp.ReferenceOTU818 WT.unt.1_49451	294		529506	94.60	294
New.CleanUp.ReferenceOTU819 WT.day3.11_2191	244		261623	92.60	244
New.CleanUp.ReferenceOTU82 WT.unt.7_87447	294		309363	94.60	294
New.CleanUp.ReferenceOTU827 WT.unt.2_56729	294		333195	88.40	294
New.CleanUp.ReferenceOTU829 WT.unt.3_71994	294		110660	94.60	294
New.CleanUp.ReferenceOTU830 WT.day3.9_36362	244		182893	94.70	244
New.CleanUp.ReferenceOTU845 WT.unt.1_53368	239	No search results.
New.CleanUp.ReferenceOTU847 WT.unt.3_66647	294		310215	90.80	294
New.CleanUp.ReferenceOTU851 WT.day3.13_10087	244		559954	91.40	244
New.CleanUp.ReferenceOTU864 WT.day3.9_36819	243		183870	95.50	243
New.CleanUp.ReferenceOTU868 WT.unt.2_62868	294		3302038	94.90	294
New.CleanUp.ReferenceOTU873 WT.day3.11_2456	244		233435	95.50	244
New.CleanUp.ReferenceOTU879 WT.unt.3_67117	294		522863	89.10	294
New.CleanUp.ReferenceOTU89 WT.unt.3_68970	294		289569	93.20	294
New.CleanUp.ReferenceOTU891 WT.unt.4_77942	293		185258	95.20	293
New.CleanUp.ReferenceOTU892 WT.unt.7_83953	284		185258	94.40	284
New.CleanUp.ReferenceOTU893 WT.unt.7_85387	294		161571	87.80	294
New.CleanUp.ReferenceOTU894 WT.unt.1_47318	294		529506	92.50	294
New.CleanUp.ReferenceOTU895 WT.unt.2_56902	294		522863	94.20	294
New.CleanUp.ReferenceOTU896 WT.unt.4_72789	247		522863	91.10	247
New.CleanUp.ReferenceOTU90 WT.unt.3_65014	294		161571	82.70	294
New.CleanUp.ReferenceOTU906 WT.day3.11_2853	244		529442	91.40	244
New.CleanUp.ReferenceOTU907 WT.unt.2_58894	294		522549	85.40	294
New.CleanUp.ReferenceOTU911 WT.unt.7_82553	294		182893	91.20	294
New.CleanUp.ReferenceOTU915 WT.unt.4_76208	273		271544	96.00	273
New.CleanUp.ReferenceOTU917 WT.day3.11_1349	244		292052	90.20	244
New.CleanUp.ReferenceOTU921 WT.day3.11_1340	244		183870	91.80	244
New.CleanUp.ReferenceOTU928 WT.unt.2_58769	294		161571	86.10	294
New.CleanUp.ReferenceOTU931 WT.day3.14_24765	267		306695	86.90	267
New.CleanUp.ReferenceOTU932 WT.unt.4_73785	294		3302038	89.10	294
New.CleanUp.ReferenceOTU937 WT.unt.4_76373	294		176499	91.50	294
New.CleanUp.ReferenceOTU938 WT.unt.2_63197	294		4466474	90.80	294
New.CleanUp.ReferenceOTU944 WT.unt.2_58364	294		529442	90.50	294
New.CleanUp.ReferenceOTU945 WT.unt.2_58362	294		182893	90.10	294
New.CleanUp.ReferenceOTU950 WT.unt.1_51716	278		197460	96.00	278
New.CleanUp.ReferenceOTU951 WT.day3.9_38436	244		529442	93.00	244
New.CleanUp.ReferenceOTU952 WT.day3.9_42086	244		183870	88.50	244
New.CleanUp.ReferenceOTU955 WT.unt.3_64130	294		351478	91.80	294
New.CleanUp.ReferenceOTU956 WT.unt.3_64133	294		516290	87.40	294
New.CleanUp.ReferenceOTU957 WT.unt.2_62666	294		310215	91.50	294
New.CleanUp.ReferenceOTU962 WT.day3.15_33519	244		246387	90.20	244
New.CleanUp.ReferenceOTU966 WT.unt.4_76795	294		341823	89.10	294
New.CleanUp.ReferenceOTU968 WT.unt.1_47840	294		4466474	90.80	294
New.CleanUp.ReferenceOTU974 WT.unt.1_49212	294		266495	86.40	294
New.CleanUp.ReferenceOTU975 WT.unt.4_75556	294		182893	89.50	294
New.CleanUp.ReferenceOTU976 WT.day3.15_29214	190	No search results.
New.CleanUp.ReferenceOTU977 WT.unt.2_62004	294		233435	90.50	294
New.CleanUp.ReferenceOTU978 WT.unt.4_73004	294		182893	90.10	294
New.CleanUp.ReferenceOTU980 WT.day3.11_2052	244		529442	89.80	244
New.CleanUp.ReferenceOTU985 WT.day3.9_37145	244		171617	88.10	244
New.CleanUp.ReferenceOTU986 WT.day3.9_36564	244		306695	91.80	244
New.CleanUp.ReferenceOTU993 WT.day3.15_32593	244		366392	91.00	244
New.CleanUp.ReferenceOTU999 WT.unt.7_87037	294		522549	91.80	294
PyNastAligner parameters:
Algorithm:NAST
Application:PyNAST
blast_db:None
min_len:220
min_pct:75.0
pairwise_alignment_method:uclust
template_filepath:/home/cire/miniconda3/envs/qiime1/lib/python2.7/site-packages/qiime_default_reference/gg_13_8_otus/rep_set_aligned/85_otus.pynast.fasta
